read	barcode	distance
read1332	barcode1332	4
read1333	barcode1333	3
read1334	barcode1334	5
read1335	barcode1335	6
read1336	barcode1336	6
read1337	barcode1337	4
read1338	barcode1338	7
read1339	barcode1339	8
read1340	barcode1340	4
read1341	barcode1341	4
read1342	barcode1342	4
read1343	barcode1343	8
read1344	barcode1344	6
read1345	barcode1345	5
read1346	barcode1346	7
read1347	barcode1347	3
read1348	barcode1348	7
read1349	barcode1349	4
read1350	barcode1350	2
read1351	barcode1351	6
read1352	barcode1352	4
read1353	barcode1353	6
read1354	barcode1354	9
read1355	barcode1355	5
read1356	barcode1356	8
read1357	barcode1357	8
read1358	barcode1358	2
read1359	barcode1359	7
read1360	barcode1360	8
read1361	barcode1361	8
read1362	barcode1362	6
read1363	barcode1363	7
read1364	barcode1364	6
read1365	barcode1365	6
read1366	barcode1366	9
read1367	barcode1367	10
read1368	barcode1368	5
read1369	barcode1369	9
read1370	barcode1370	7
read1371	barcode1371	3
read1372	barcode1372	5
read1373	barcode1373	8
read1374	barcode1374	9
read1375	barcode1375	4
read1376	barcode1376	7
read1377	barcode1377	5
read1378	barcode1378	5
read1379	barcode1379	7
read1380	barcode1380	8
read1381	barcode1381	5
read1382	barcode1382	6
read1383	barcode1383	6
read1384	barcode1384	4
read1385	barcode1385	4
read1386	barcode1386	12
read1387	barcode1387	3
read1388	barcode1388	8
read1389	barcode1389	8
read1390	barcode1390	7
read1391	barcode1391	8
read1392	barcode1392	6
read1393	barcode1393	8
read1394	barcode1394	8
read1395	barcode1395	7
read1396	barcode1396	8
read1397	barcode1397	6
read1398	barcode1398	11
read1399	barcode1399	6
read1400	barcode1400	7
read1401	barcode1401	10
read1402	barcode1402	7
read1403	barcode1403	3
read1404	barcode1404	8
read1405	barcode1405	7
read1406	barcode1406	7
read1407	barcode1407	4
read1408	barcode1408	7
read1409	barcode1409	4
read1410	barcode1410	7
read1411	barcode1411	9
read1412	barcode1412	6
read1413	barcode1413	8
read1414	barcode1414	2
read1415	barcode1415	6
read1416	barcode1416	4
read1417	barcode1417	6
read1418	barcode1418	6
read1419	barcode1419	13
read1420	barcode1420	9
read1421	barcode1421	10
read1422	barcode1422	4
read1423	barcode1423	6
read1424	barcode1424	9
read1425	barcode1425	5
read1426	barcode1426	3
read1427	barcode1427	5
read1428	barcode1428	10
read1429	barcode1429	11
read1430	barcode1430	5
read1431	barcode1431	5
read1432	barcode1432	5
read1433	barcode1433	6
read1434	barcode1434	9
read1435	barcode1435	7
read1436	barcode1436	9
read1437	barcode1437	10
read1438	barcode1438	13
read1439	barcode1439	4
read1440	barcode1440	4
read1441	barcode1441	3
read1442	barcode1442	4
read1443	barcode1443	8
read1444	barcode1444	4
read1445	barcode1445	7
read1446	barcode1446	8
read1447	barcode1447	6
read1448	barcode1448	5
read1449	barcode1449	6
read1450	barcode1450	9
read1451	barcode1451	5
read1452	barcode1452	4
read1453	barcode1453	6
read1454	barcode1454	7
read1455	barcode1455	6
read1456	barcode1456	5
read1457	barcode1457	8
read1458	barcode1458	7
read1459	barcode1459	8
read1460	barcode1460	8
read1461	barcode1461	9
read1462	barcode1462	9
read1463	barcode1463	5
read1464	barcode1464	4
read1465	barcode1465	7
read1466	barcode1466	7
read1467	barcode1467	2
read1468	barcode1468	9
read1469	barcode1469	7
read1470	barcode1470	4
read1471	barcode1471	7
read1472	barcode1472	6
read1473	barcode1473	6
read1474	barcode1474	12
read1475	barcode1475	12
read1476	barcode1476	7
read1477	barcode1477	4
read1478	barcode1478	8
read1479	barcode1479	10
read1480	barcode1480	8
read1481	barcode1481	11
read1482	barcode1482	9
read1483	barcode1483	8
read1484	barcode1484	5
read1485	barcode1485	5
read1486	barcode1486	3
read1487	barcode1487	8
read1488	barcode1488	5
read1489	barcode1489	4
read1490	barcode1490	3
read1491	barcode1491	6
read1492	barcode1492	7
read1493	barcode1493	7
read1494	barcode1494	7
read1495	barcode1495	5
read1496	barcode1496	7
read1497	barcode1497	7
read1498	barcode1498	9
read1499	barcode1499	6
read1500	barcode1500	4
read1501	barcode1501	9
read1502	barcode1502	6
read1503	barcode1503	9
read1504	barcode1504	7
read1505	barcode1505	5
read1506	barcode1506	7
read1507	barcode1507	5
read1508	barcode1508	8
read1509	barcode1509	5
read1510	barcode1510	9
read1511	barcode1511	9
read1512	barcode1512	6
read1513	barcode1513	7
read1514	barcode1514	9
read1515	barcode1515	6
read1516	barcode1516	5
read1517	barcode1517	4
read1518	barcode1518	6
read1519	barcode1519	4
read1520	barcode1520	7
read1521	barcode1521	6
read1522	barcode1522	4
read1523	barcode1523	12
read1524	barcode1524	7
read1525	barcode1525	7
read1526	barcode1526	6
read1527	barcode1527	4
read1528	barcode1528	9
read1529	barcode1529	8
read1530	barcode1530	8
read1531	barcode1531	6
read1532	barcode1532	9
read1533	barcode1533	5
read1534	barcode1534	6
read1535	barcode1535	6
read1536	barcode1536	7
read1537	barcode1537	6
read1538	barcode1538	10
read1539	barcode1539	7
read1540	barcode1540	2
read1541	barcode1541	7
read1542	barcode1542	8
read1543	barcode1543	11
read1544	barcode1544	4
read1545	barcode1545	8
read1546	barcode1546	6
read1547	barcode1547	4
read1548	barcode1548	11
read1549	barcode1549	10
read1550	barcode1550	3
read1551	barcode1551	8
read1552	barcode1552	7
read1553	barcode1553	7
read1554	barcode1554	12
read1555	barcode1555	6
read1556	barcode1556	6
read1557	barcode1557	6
read1558	barcode1558	4
read1559	barcode1559	8
read1560	barcode1560	8
read1561	barcode1561	9
read1562	barcode1562	3
read1563	barcode1563	6
read1564	barcode1564	8
read1565	barcode1565	9
read1566	barcode1566	4
read1567	barcode1567	6
read1568	barcode1568	8
read1569	barcode1569	7
read1570	barcode1570	10
read1571	barcode1571	5
read1572	barcode1572	11
read1573	barcode1573	5
read1574	barcode1574	11
read1575	barcode1575	8
read1576	barcode1576	8
read1577	barcode1577	9
read1578	barcode1578	9
read1579	barcode1579	6
read1580	barcode1580	9
read1581	barcode1581	7
read1582	barcode1582	7
read1583	barcode1583	5
read1584	barcode1584	6
read1585	barcode1585	6
read1586	barcode1586	4
read1587	barcode1587	4
read1588	barcode1588	2
read1589	barcode1589	8
read1590	barcode1590	8
read1591	barcode1591	6
read1592	barcode1592	7
read1593	barcode1593	2
read1594	barcode1594	5
read1595	barcode1595	7
read1596	barcode1596	4
read1597	barcode1597	8
read1598	barcode1598	9
read1599	barcode1599	8
read1600	barcode1600	5
read1601	barcode1601	5
read1602	barcode1602	4
read1603	barcode1603	8
read1604	barcode1604	8
read1605	barcode1605	8
read1606	barcode1606	6
read1607	barcode1607	9
read1608	barcode1608	8
read1609	barcode1609	9
read1610	barcode1610	8
read1611	barcode1611	7
read1612	barcode1612	5
read1613	barcode1613	8
read1614	barcode1614	6
read1615	barcode1615	9
read1616	barcode1616	3
read1617	barcode1617	12
read1618	barcode1618	8
read1619	barcode1619	8
read1620	barcode1620	5
read1621	barcode1621	5
read1622	barcode1622	5
read1623	barcode1623	8
read1624	barcode1624	7
read1625	barcode1625	7
read1626	barcode1626	9
read1627	barcode1627	4
read1628	barcode1628	5
read1629	barcode1629	8
read1630	barcode1630	9
read1631	barcode1631	3
read1632	barcode1632	7
read1633	barcode1633	5
read1634	barcode1634	6
read1635	barcode1635	10
read1636	barcode1636	9
read1637	barcode1637	8
read1638	barcode1638	8
read1639	barcode1639	5
read1640	barcode1640	7
read1641	barcode1641	9
read1642	barcode1642	1
read1643	barcode1643	5
read1644	barcode1644	9
read1645	barcode1645	6
read1646	barcode1646	8
read1647	barcode1647	5
read1648	barcode1648	6
read1649	barcode1649	7
read1650	barcode1650	7
read1651	barcode1651	7
read1652	barcode1652	8
read1653	barcode1653	6
read1654	barcode1654	9
read1655	barcode1655	9
read1656	barcode1656	4
read1657	barcode1657	6
read1658	barcode1658	7
read1659	barcode1659	7
read1660	barcode1660	4
read1661	barcode1661	8
read1662	barcode1662	5
read1663	barcode1663	10
read1664	barcode1664	5
read1665	barcode1665	5
read1666	barcode1666	7
read1667	barcode1667	7
read1668	barcode1668	9
read1669	barcode1669	4
read1670	barcode1670	12
read1671	barcode1671	6
read1672	barcode1672	5
read1673	barcode1673	8
read1674	barcode1674	5
read1675	barcode1675	9
read1676	barcode1676	8
read1677	barcode1677	6
read1678	barcode1678	9
read1679	barcode1679	5
read1680	barcode1680	4
read1681	barcode1681	6
read1682	barcode1682	9
read1683	barcode1683	5
read1684	barcode1684	4
read1685	barcode1685	12
read1686	barcode1686	12
read1687	barcode1687	8
read1688	barcode1688	5
read1689	barcode1689	12
read1690	barcode1690	7
read1691	barcode1691	6
read1692	barcode1692	8
read1693	barcode1693	6
read1694	barcode1694	6
read1695	barcode1695	8
read1696	barcode1696	5
read1697	barcode1697	9
read1698	barcode1698	5
read1699	barcode1699	7
read1700	barcode1700	6
read1701	barcode1701	7
read1702	barcode1702	6
read1703	barcode1703	7
read1704	barcode1704	2
read1705	barcode1705	12
read1706	barcode1706	5
read1707	barcode1707	4
read1708	barcode1708	7
read1709	barcode1709	4
read1710	barcode1710	6
read1711	barcode1711	8
read1712	barcode1712	6
read1713	barcode1713	8
read1714	barcode1714	11
read1715	barcode1715	7
read1716	barcode1716	7
read1717	barcode1717	11
read1718	barcode1718	4
read1719	barcode1719	4
read1720	barcode1720	7
read1721	barcode1721	7
read1722	barcode1722	5
read1723	barcode1723	8
read1724	barcode1724	5
read1725	barcode1725	5
read1726	barcode1726	7
read1727	barcode1727	3
read1728	barcode1728	6
read1729	barcode1729	2
read1730	barcode1730	8
read1731	barcode1731	6
read1732	barcode1732	9
read1733	barcode1733	11
read1734	barcode1734	7
read1735	barcode1735	10
read1736	barcode1736	4
read1737	barcode1737	9
read1738	barcode1738	11
read1739	barcode1739	8
read1740	barcode1740	3
read1741	barcode1741	7
read1742	barcode1742	9
read1743	barcode1743	6
read1744	barcode1744	5
read1745	barcode1745	5
read1746	barcode1746	6
read1747	barcode1747	9
read1748	barcode1748	9
read1749	barcode1749	5
read1750	barcode1750	6
read1751	barcode1751	7
read1752	barcode1752	5
read1753	barcode1753	5
read1754	barcode1754	6
read1755	barcode1755	5
read1756	barcode1756	7
read1757	barcode1757	9
read1758	barcode1758	5
read1759	barcode1759	7
read1760	barcode1760	3
read1761	barcode1761	3
read1762	barcode1762	8
read1763	barcode1763	9
read1764	barcode1764	5
read1765	barcode1765	6
read1766	barcode1766	9
read1767	barcode1767	7
read1768	barcode1768	9
read1769	barcode1769	5
read1770	barcode1770	8
read1771	barcode1771	8
read1772	barcode1772	4
read1773	barcode1773	6
read1774	barcode1774	7
read1775	barcode1775	6
read1776	barcode1776	9
read1777	barcode1777	4
read1778	barcode1778	3
read1779	barcode1779	5
read1780	barcode1780	3
read1781	barcode1781	8
read1782	barcode1782	9
read1783	barcode1783	5
read1784	barcode1784	9
read1785	barcode1785	8
read1786	barcode1786	6
read1787	barcode1787	9
read1788	barcode1788	11
read1789	barcode1789	7
read1790	barcode1790	4
read1791	barcode1791	6
read1792	barcode1792	4
read1793	barcode1793	9
read1794	barcode1794	10
read1795	barcode1795	5
read1796	barcode1796	7
read1797	barcode1797	5
read1798	barcode1798	10
read1799	barcode1799	4
read1800	barcode1800	4
read1801	barcode1801	12
read1802	barcode1802	10
read1803	barcode1803	7
read1804	barcode1804	8
read1805	barcode1805	8
read1806	barcode1806	2
read1807	barcode1807	4
read1808	barcode1808	8
read1809	barcode1809	3
read1810	barcode1810	5
read1811	barcode1811	7
read1812	barcode1812	7
read1813	barcode1813	7
read1814	barcode1814	7
read1815	barcode1815	8
read1816	barcode1816	7
read1817	barcode1817	6
read1818	barcode1818	7
read1819	barcode1819	4
read1820	barcode1820	6
read1821	barcode1821	3
read1822	barcode1822	7
read1823	barcode1823	4
read1824	barcode1824	5
read1825	barcode1825	7
read1826	barcode1826	7
read1827	barcode1827	4
read1828	barcode1828	6
read1829	barcode1829	6
read1830	barcode1830	6
read1831	barcode1831	7
read1832	barcode1832	6
read1833	barcode1833	7
read1834	barcode1834	7
read1835	barcode1835	4
read1836	barcode1836	10
read1837	barcode1837	6
read1838	barcode1838	5
read1839	barcode1839	8
read1840	barcode1840	10
read1841	barcode1841	5
read1842	barcode1842	4
read1843	barcode1843	5
read1844	barcode1844	7
read1845	barcode1845	4
read1846	barcode1846	10
read1847	barcode1847	7
read1848	barcode1848	5
read1849	barcode1849	10
read1850	barcode1850	7
read1851	barcode1851	10
read1852	barcode1852	5
read1853	barcode1853	8
read1854	barcode1854	8
read1855	barcode1855	4
read1856	barcode1856	8
read1857	barcode1857	5
read1858	barcode1858	7
read1859	barcode1859	7
read1860	barcode1860	6
read1861	barcode1861	9
read1862	barcode1862	8
read1863	barcode1863	8
read1864	barcode1864	7
read1865	barcode1865	5
read1866	barcode1866	8
read1867	barcode1867	4
read1868	barcode1868	6
read1869	barcode1869	6
read1870	barcode1870	9
read1871	barcode1871	8
read1872	barcode1872	9
read1873	barcode1873	4
read1874	barcode1874	6
read1875	barcode1875	9
read1876	barcode1876	5
read1877	barcode1877	7
read1878	barcode1878	6
read1879	barcode1879	2
read1880	barcode1880	5
read1881	barcode1881	6
read1882	barcode1882	6
read1883	barcode1883	5
read1884	barcode1884	6
read1885	barcode1885	6
read1886	barcode1886	5
read1887	barcode1887	4
read1888	barcode1888	5
read1889	barcode1889	8
read1890	barcode1890	4
read1891	barcode1891	7
read1892	barcode1892	10
read1893	barcode1893	5
read1894	barcode1894	5
read1895	barcode1895	10
read1896	barcode1896	6
read1897	barcode1897	4
read1898	barcode1898	3
read1899	barcode1899	8
read1900	barcode1900	6
read1901	barcode1901	5
read1902	barcode1902	10
read1903	barcode1903	7
read1904	barcode1904	6
read1905	barcode1905	8
read1906	barcode1906	6
read1907	barcode1907	5
read1908	barcode1908	10
read1909	barcode1909	9
read1910	barcode1910	2
read1911	barcode1911	7
read1912	barcode1912	8
read1913	barcode1913	12
read1914	barcode1914	7
read1915	barcode1915	3
read1916	barcode1916	5
read1917	barcode1917	9
read1918	barcode1918	4
read1919	barcode1919	5
read1920	barcode1920	9
read1921	barcode1921	8
read1922	barcode1922	7
read1923	barcode1923	6
read1924	barcode1924	5
read1925	barcode1925	9
read1926	barcode1926	6
read1927	barcode1927	7
read1928	barcode1928	8
read1929	barcode1929	6
read1930	barcode1930	7
read1931	barcode1931	4
read1932	barcode1932	8
read1933	barcode1933	8
read1934	barcode1934	7
read1935	barcode1935	4
read1936	barcode1936	4
read1937	barcode1937	6
read1938	barcode1938	12
read1939	barcode1939	7
read1940	barcode1940	9
read1941	barcode1941	6
read1942	barcode1942	5
read1943	barcode1943	6
read1944	barcode1944	7
read1945	barcode1945	7
read1946	barcode1946	8
read1947	barcode1947	11
read1948	barcode1948	5
read1949	barcode1949	4
read1950	barcode1950	1
read1951	barcode1951	6
read1952	barcode1952	4
read1953	barcode1953	8
read1954	barcode1954	7
read1955	barcode1955	3
read1956	barcode1956	8
read1957	barcode1957	9
read1958	barcode1958	6
read1959	barcode1959	5
read1960	barcode1960	8
read1961	barcode1961	7
read1962	barcode1962	13
read1963	barcode1963	7
read1964	barcode1964	7
read1965	barcode1965	5
read1966	barcode1966	7
read1967	barcode1967	7
read1968	barcode1968	12
read1969	barcode1969	8
read1970	barcode1970	6
read1971	barcode1971	4
read1972	barcode1972	8
read1973	barcode1973	6
read1974	barcode1974	6
read1975	barcode1975	7
read1976	barcode1976	5
read1977	barcode1977	10
read1978	barcode1978	8
read1979	barcode1979	4
read1980	barcode1980	8
read1981	barcode1981	5
read1982	barcode1982	5
read1983	barcode1983	7
read1984	barcode1984	2
read1985	barcode1985	9
read1986	barcode1986	6
read1987	barcode1987	6
read1988	barcode1988	10
read1989	barcode1989	5
read1990	barcode1990	10
read1991	barcode1991	8
read1992	barcode1992	8
read1993	barcode1993	7
read1994	barcode1994	5
read1995	barcode1995	5
read1996	barcode1996	10
read1997	barcode1997	6
read1998	barcode1998	8
read1999	barcode1999	6
read2000	barcode2000	7
read2001	barcode2001	8
read2002	barcode2002	5
read2003	barcode2003	7
read2004	barcode2004	7
read2005	barcode2005	8
read2006	barcode2006	8
read2007	barcode2007	6
read2008	barcode2008	4
read2009	barcode2009	2
read2010	barcode2010	8
read2011	barcode2011	4
read2012	barcode2012	2
read2013	barcode2013	8
read2014	barcode2014	10
read2015	barcode2015	4
read2016	barcode2016	8
read2017	barcode2017	7
read2018	barcode2018	4
read2019	barcode2019	7
read2020	barcode2020	5
read2021	barcode2021	5
read2022	barcode2022	10
read2023	barcode2023	6
read2024	barcode2024	6
read2025	barcode2025	4
read2026	barcode2026	9
read2027	barcode2027	10
read2028	barcode2028	3
read2029	barcode2029	6
read2030	barcode2030	5
read2031	barcode2031	12
read2032	barcode2032	6
read2033	barcode2033	8
read2034	barcode2034	4
read2035	barcode2035	4
read2036	barcode2036	6
read2037	barcode2037	9
read2038	barcode2038	7
read2039	barcode2039	6
read2040	barcode2040	3
read2041	barcode2041	9
read2042	barcode2042	6
read2043	barcode2043	4
read2044	barcode2044	10
read2045	barcode2045	5
